idx,input,expected_text,generated_text,input_skills_all,expected_skills_all,generated_skills_all,num_skills_all,num_gen_skills_all,percent_skills_match_all,num_skills_match_all,rouge_scores_skill_all,bleu_scores_skill_all,rouge1_avg_skill_all,rouge2_avg_skill_all,rougeL_avg_skill_all,bleu_avg_skill_all,levenshtein_skill_all,mismatched_ALL,Problem type
286,Sind Sie eine <SoftSkill_C>belastbare</SoftSkill_C> und <SoftSkill>teamorientierte Person</SoftSkill> und zeichnen sich durch <SoftSkill>Strukturiertheit</SoftSkill> und <SoftSkill>organisatorisches Geschick</SoftSkill> aus? ->,Sind Sie eine <SoftSkill>belastbare Person</SoftSkill> und <SoftSkill>teamorientierte Person</SoftSkill> und zeichnen sich durch <SoftSkill>Strukturiertheit</SoftSkill> und <SoftSkill>organisatorisches Geschick</SoftSkill> aus?,Sind Sie eine <SoftSkill>belastbare Person</SoftSkill> und <SoftSkill>teamorientierte Person</SoftSkill> und zeichnen sich durch <SoftSkill>Strukturiertheit</SoftSkill> und <SoftSkill>organisatorisches Geschick</SoftSkill> aus?,"['belastbare', 'teamorientierte Person', 'Strukturiertheit', 'organisatorisches Geschick']","['belastbare Person', 'teamorientierte Person', 'Strukturiertheit', 'organisatorisches Geschick']","['belastbare Person', 'teamorientierte Person', 'Strukturiertheit', 'organisatorisches Geschick']",4,4,100.0,4.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0, 1.0]",0.999999995,0.74999999625,0.999999995,1.0,0,False,OWA
287," Abgeschlossene Weiterbildung NDS Intensivpflege
<SoftSkill_C>Selbständiges</SoftSkill_C> und <SoftSkill>verantwortungsvolles Arbeiten</SoftSkill>
<SoftSkill>Teamfähigkeit</SoftSkill> und <SoftSkill>Flexibilität</SoftSkill>
<SoftSkill>Technisches Verständnis</SoftSkill> ->","  Abgeschlossene Weiterbildung NDS Intensivpflege
<SoftSkill>Selbständiges Arbeiten</SoftSkill> und <SoftSkill>verantwortungsvolles Arbeiten</SoftSkill>
<SoftSkill>Teamfähigkeit</SoftSkill> und <SoftSkill>Flexibilität</SoftSkill>
<SoftSkill>Technisches Verständnis</SoftSkill>","  Abgeschlossene Weiterbildung NDS Intensivpflege
<SoftSkill>Selbständiges Arbeiten</SoftSkill> und <SoftSkill>verantwortungsvolles Arbeiten</SoftSkill>
<SoftSkill>Teamfähigkeit</SoftSkill> und <SoftSkill>Flexibilität</SoftSkill>
<SoftSkill>Technisches Verständnis</SoftSkill>","['Selbständiges', 'verantwortungsvolles Arbeiten', 'Teamfähigkeit', 'Flexibilität', 'Technisches Verständnis']","['Selbständiges Arbeiten', 'verantwortungsvolles Arbeiten', 'Teamfähigkeit', 'Flexibilität', 'Technisches Verständnis']","['Selbständiges Arbeiten', 'verantwortungsvolles Arbeiten', 'Teamfähigkeit', 'Flexibilität', 'Technisches Verständnis']",5,5,100.0,5.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9999999949999999,0.5999999970000001,0.9999999949999999,1.0,0,False,OWA
288," Ihre <SoftSkill>ausgeprägte Eigenmotivation</SoftSkill>, <SoftSkill>Eigeninitiative</SoftSkill> sowie eine <SoftSkill_C>selbständige</SoftSkill_C>, <SoftSkill_C>lösungs-</SoftSkill_C> und <SoftSkill>kundenorientierte Arbeitsweise</SoftSkill> runden Ihr Profil ab. ->","  Ihre <SoftSkill>ausgeprägte Eigenmotivation</SoftSkill>, <SoftSkill>Eigeninitiative</SoftSkill> sowie eine <SoftSkill>selbständige Arbeitsweise</SoftSkill>, <SoftSkill>lösungsorientierte Arbeitsweise</SoftSkill> und <SoftSkill>kundenorientierte Arbeitsweise</SoftSkill> runden Ihr Profil ab.","  Ihre <SoftSkill>ausgeprägte Eigenmotivation</SoftSkill>, <SoftSkill>Eigeninitiative</SoftSkill> sowie eine <SoftSkill>selbständige Arbeitsweise</SoftSkill>, <SoftSkill>lösungsorientierte Arbeitsweise</SoftSkill> und <SoftSkill>kundenorientierte Arbeitsweise</SoftSkill> runden Ihr Profil ab.","['ausgeprägte Eigenmotivation', 'Eigeninitiative', 'selbständige', 'lösungs-', 'kundenorientierte Arbeitsweise']","['ausgeprägte Eigenmotivation', 'Eigeninitiative', 'selbständige Arbeitsweise', 'lösungsorientierte Arbeitsweise', 'kundenorientierte Arbeitsweise']","['ausgeprägte Eigenmotivation', 'Eigeninitiative', 'selbständige Arbeitsweise', 'lösungsorientierte Arbeitsweise', 'kundenorientierte Arbeitsweise']",5,5,100.0,5.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9999999949999999,0.799999996,0.9999999949999999,1.0,0,False,HMC
289," Erfahrung und <SoftSkill>Freude im Umgang mit Handverpackungsarbeiten</SoftSkill>
<SoftSkill>Freundlichkeit</SoftSkill>, <SoftSkill>Pünktlichkeit</SoftSkill> und <SoftSkill>Selbstständigkeit</SoftSkill>
Zu Ihren Stärken gehören <SoftSkill_C>sauberes</SoftSkill_C> und <SoftSkill>zuverlässiges Arbeiten</SoftSkill>. ->"," Erfahrung und <SoftSkill>Freude im Umgang mit Handverpackungsarbeiten</SoftSkill>
<SoftSkill>Freundlichkeit</SoftSkill>, <SoftSkill>Pünktlichkeit</SoftSkill> und <SoftSkill>Selbstständigkeit</SoftSkill>
Zu Ihren Stärken gehören <SoftSkill>sauberes Arbeiten</SoftSkill> und <SoftSkill>zuverlässiges Arbeiten</SoftSkill>.



"," Erfahrung und <SoftSkill>Freude im Umgang mit Handverpackungsarbeiten</SoftSkill>
<SoftSkill>Freundlichkeit</SoftSkill>, <SoftSkill>Pünktlichkeit</SoftSkill> und <SoftSkill>Selbstständigkeit</SoftSkill>
Zu Ihren Stärken gehören <SoftSkill>sauberes Arbeiten</SoftSkill> und <SoftSkill>zuverlässiges Arbeiten</SoftSkill>.



","['Freude im Umgang mit Handverpackungsarbeiten', 'Freundlichkeit', 'Pünktlichkeit', 'Selbstständigkeit', 'sauberes', 'zuverlässiges Arbeiten']","['Freude im Umgang mit Handverpackungsarbeiten', 'Freundlichkeit', 'Pünktlichkeit', 'Selbstständigkeit', 'sauberes Arbeiten', 'zuverlässiges Arbeiten']","['Freude im Umgang mit Handverpackungsarbeiten', 'Freundlichkeit', 'Pünktlichkeit', 'Selbstständigkeit', 'sauberes Arbeiten', 'zuverlässiges Arbeiten']",6,6,100.0,6.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9999999949999999,0.4999999975,0.9999999949999999,1.0,0,False,OWA
290," •  Sie <SoftSkill>arbeiten kundenorientiert</SoftSkill>, <SoftSkill_C>organisiert</SoftSkill_C> und <SoftSkill>treten gepfl egt und selbstsicher auf</SoftSkill>. ->"," • Sie <SoftSkill>arbeiten kundenorientiert</SoftSkill>, <SoftSkill>arbeiten organisiert</SoftSkill> und <SoftSkill>treten gepfl egt und selbstsicher auf</SoftSkill>."," • Sie <SoftSkill>arbeiten kundenorientiert</SoftSkill>, <SoftSkill>arbeiten organisiert</SoftSkill> und <SoftSkill>treten gepfl egt und selbstsicher auf</SoftSkill>.","['arbeiten kundenorientiert', 'organisiert', 'treten gepfl egt und selbstsicher auf']","['arbeiten kundenorientiert', 'arbeiten organisiert', 'treten gepfl egt und selbstsicher auf']","['arbeiten kundenorientiert', 'arbeiten organisiert', 'treten gepfl egt und selbstsicher auf']",3,3,100.0,3.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,OWA
291," Wir stellen uns eine <SoftSkill_C>initiative</SoftSkill_C>, <SoftSkill_C>kommunikative</SoftSkill_C> und <SoftSkill>konfliktfähige Persönlichkeit</SoftSkill> vor, welche <SoftSkill>auch in hektischen Zeiten den Überblick bewahrt</SoftSkill>. ->"," Wir stellen uns eine <SoftSkill>initiative Persönlichkeit</SoftSkill>, <SoftSkill>kommunikative Persönlichkeit</SoftSkill> und <SoftSkill>konfliktfähige Persönlichkeit</SoftSkill> vor, welche <SoftSkill>auch in hektischen Zeiten den Überblick bewahrt</SoftSkill>."," Wir stellen uns eine <SoftSkill>initiative Persönlichkeit</SoftSkill>, <SoftSkill>kommunikative Persönlichkeit</SoftSkill> und <SoftSkill>konfliktfähige Persönlichkeit</SoftSkill> vor, welche <SoftSkill>auch in hektischen Zeiten den Überblick bewahrt</SoftSkill>.","['initiative', 'kommunikative', 'konfliktfähige Persönlichkeit', 'auch in hektischen Zeiten den Überblick bewahrt']","['initiative Persönlichkeit', 'kommunikative Persönlichkeit', 'konfliktfähige Persönlichkeit', 'auch in hektischen Zeiten den Überblick bewahrt']","['initiative Persönlichkeit', 'kommunikative Persönlichkeit', 'konfliktfähige Persönlichkeit', 'auch in hektischen Zeiten den Überblick bewahrt']",4,4,100.0,4.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,MC
292,Sie <SoftSkill_C>denken</SoftSkill_C> und <SoftSkill>handeln vernetzt</SoftSkill> und <SoftSkill>arbeiten strukturiert</SoftSkill>. ->,Sie <SoftSkill>denken vernetzt</SoftSkill> und <SoftSkill>handeln vernetzt</SoftSkill> und <SoftSkill>arbeiten strukturiert</SoftSkill>.,Sie <SoftSkill>denken vernetzt</SoftSkill> und <SoftSkill>handeln vernetzt</SoftSkill> und <SoftSkill>arbeiten strukturiert</SoftSkill>.,"['denken', 'handeln vernetzt', 'arbeiten strukturiert']","['denken vernetzt', 'handeln vernetzt', 'arbeiten strukturiert']","['denken vernetzt', 'handeln vernetzt', 'arbeiten strukturiert']",3,3,100.0,3.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,OWA
293," eine abgeschlossene dreijährige Berufslehre (z.B. Fachfrau/Fachmann Gesundheit EFZ oder aus einem anderen Fachbereich oder Fachmittelschule)
<SoftSkill_C>physische</SoftSkill_C> und <SoftSkill>psychische Belastbarkeit</SoftSkill>, <SoftSkill>Teamfähigkeit</SoftSkill>, <SoftSkill>Verantwortungsbewusstsein</SoftSkill> ->"," eine abgeschlossene dreijährige Berufslehre (z.B. Fachfrau/Fachmann Gesundheit EFZ oder aus einem anderen Fachbereich oder Fachmittelschule)
<SoftSkill>physische Belastbarkeit</SoftSkill> und <SoftSkill>psychische Belastbarkeit</SoftSkill>, <SoftSkill>Teamfähigkeit</SoftSkill>, <SoftSkill>Verantwortungsbewusstsein</SoftSkill>"," eine abgeschlossene dreijährige Berufslehre (z.B. Fachfrau/Fachmann Gesundheit EFZ oder aus einem anderen Fachbereich oder Fachmittelschule)
<SoftSkill>physische Belastbarkeit</SoftSkill> und <SoftSkill>psychische Belastbarkeit</SoftSkill>, <SoftSkill>Teamfähigkeit</SoftSkill>, <SoftSkill>Verantwortungsbewusstsein</SoftSkill>","['physische', 'psychische Belastbarkeit', 'Teamfähigkeit', 'Verantwortungsbewusstsein']","['physische Belastbarkeit', 'psychische Belastbarkeit', 'Teamfähigkeit', 'Verantwortungsbewusstsein']","['physische Belastbarkeit', 'psychische Belastbarkeit', 'Teamfähigkeit', 'Verantwortungsbewusstsein']",4,4,100.0,4.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0, 1.0]",0.999999995,0.4999999975,0.999999995,1.0,0,False,OWA
294," Abgeschlossenes Nachdiplomstudium Intensivpflege
<SoftSkill>Professionelles Pflegeverständnis</SoftSkill>
<SoftSkill_C>Fach</SoftSkill_C> / <SoftSkill_C>Sozial-</SoftSkill_C> und <SoftSkill>Selbstkompetenz</SoftSkill>
<SoftSkill>Kommunikationsfähigkeit-</SoftSkill> und <SoftSkill>Organisationsfähigkeit</SoftSkill>
<SoftSkill>Motivation</SoftSkill>, <SoftSkill>Belastbarkeit</SoftSkill>, <SoftSkill>Flexibilität</SoftSkill>
<SoftSkill_C>Qualitäts-</SoftSkill_C> und <SoftSkill>Verantwortungsbewusstsein</SoftSkill> ->"," Abgeschlossenes Nachdiplomstudium Intensivpflege
<SoftSkill>Professionelles Pflegeverständnis</SoftSkill>
<SoftSkill>Fachkompetenz</SoftSkill> / <SoftSkill>Sozialkompetenz</SoftSkill> und <SoftSkill>Selbstkompetenz</SoftSkill>
<SoftSkill>Kommunikationsfähigkeit</SoftSkill> und <SoftSkill>Organisationsfähigkeit</SoftSkill>
<SoftSkill>Motivation</SoftSkill>, <SoftSkill>Belastbarkeit</SoftSkill>, <SoftSkill>Flexibilität</SoftSkill>
<SoftSkill>Qualitätsbewusstsein</SoftSkill> und <SoftSkill>Verantwortungsbewusstsein</SoftSkill>"," Abgeschlossenes Nachdiplomstudium Intensivpflege
<SoftSkill>Professionelles Pflegeverständnis</SoftSkill>
<SoftSkill>Fachkompetenz</SoftSkill> / <SoftSkill>Sozialkompetenz</SoftSkill> und <SoftSkill>Selbstkompetenz</SoftSkill>
<SoftSkill>Kommunikationsfähigkeit</SoftSkill> und <SoftSkill>Organisationsfähigkeit</SoftSkill>
<SoftSkill>Motivation</SoftSkill>, <SoftSkill>Belastbarkeit</SoftSkill>, <SoftSkill>Flexibilität</SoftSkill>
<SoftSkill>Qualitätsbewusstsein</SoftSkill> und <SoftSkill>Verantwortungsbewusstsein</SoftSkill>","['Professionelles Pflegeverständnis', 'Fach', 'Sozial-', 'Selbstkompetenz', 'Kommunikationsfähigkeit-', 'Organisationsfähigkeit', 'Motivation', 'Belastbarkeit', 'Flexibilität', 'Qualitäts-', 'Verantwortungsbewusstsein']","['Professionelles Pflegeverständnis', 'Fachkompetenz', 'Sozialkompetenz', 'Selbstkompetenz', 'Kommunikationsfähigkeit', 'Organisationsfähigkeit', 'Motivation', 'Belastbarkeit', 'Flexibilität', 'Qualitätsbewusstsein', 'Verantwortungsbewusstsein']","['Professionelles Pflegeverständnis', 'Fachkompetenz', 'Sozialkompetenz', 'Selbstkompetenz', 'Kommunikationsfähigkeit', 'Organisationsfähigkeit', 'Motivation', 'Belastbarkeit', 'Flexibilität', 'Qualitätsbewusstsein', 'Verantwortungsbewusstsein']",11,11,100.0,11.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9999999949999997,0.09090909045454545,0.9999999949999997,1.0,0,False,HMDC
295,Sie besitzen <SoftSkill_C>ausgeprägte konzeptionelle</SoftSkill_C> und <SoftSkill>organisatorische Fähigkeiten</SoftSkill> und sind erfahren im Projektmanagement. ->,Sie besitzen <SoftSkill>ausgeprägte konzeptionelle Fähigkeiten</SoftSkill> und <SoftSkill>organisatorische Fähigkeiten</SoftSkill> und sind erfahren im Projektmanagement.,Sie besitzen <SoftSkill>ausgeprägte konzeptionelle Fähigkeiten</SoftSkill> und <SoftSkill>organisatorische Fähigkeiten</SoftSkill> und sind erfahren im Projektmanagement.,"['ausgeprägte konzeptionelle', 'organisatorische Fähigkeiten']","['ausgeprägte konzeptionelle Fähigkeiten', 'organisatorische Fähigkeiten']","['ausgeprägte konzeptionelle Fähigkeiten', 'organisatorische Fähigkeiten']",2,2,100.0,2.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,OWA
